source_dependency_id,workflow_id,source_kind,source_occurrence_id,source_node_id,source_graphml_id,source_label,source_semantic_role,source_anchor_iri,target_occurrence_id,target_node_id,target_graphml_id,target_label,target_semantic_role,target_anchor_iri,source_description,projection_outcome,projection_pattern,semantic_predicates,semantic_edge_ids,semantic_direction,confidence,review_status,rationale 
image-tem-data-parameter-extraction-3d::e25,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n19,n19,n19,INPT CL process model,Process,https://w3id.org/h2kg/decode/workflow/anchor/inpt-cl-process-model-model,image-tem-data-parameter-extraction-3d::n0,n0,n0,CCL 3D voxel data classified with ionomer and Pt,Data,https://w3id.org/h2kg/decode/workflow/anchor/ccl-3d-voxel-data-classified-with-ionomer-and-pt-meso,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::image-tem-data-parameter-extraction-3d::e25::05eb5cef9f,same_as_source,rule_curated,classified,Activity produces the target data.
image-tem-data-parameter-extraction-3d::e26,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n20,n20,n20,"Electron tomography for Pt, C and ionomer distribution in CL",Measurement,https://w3id.org/h2kg/decode/workflow/anchor/electron-tomography-for-pt-c-and-ionomer-distribution-in-cl-method,image-tem-data-parameter-extraction-3d::n0,n0,n0,CCL 3D voxel data classified with ionomer and Pt,Data,https://w3id.org/h2kg/decode/workflow/anchor/ccl-3d-voxel-data-classified-with-ionomer-and-pt-meso,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::image-tem-data-parameter-extraction-3d::e26::14571680c6,same_as_source,rule_curated,classified,Activity produces the target data.
image-tem-data-parameter-extraction-3d::e27,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n21,n21,n21,Image classification on TEM data,Process,https://w3id.org/h2kg/decode/workflow/anchor/image-classification-on-tem-data-method,image-tem-data-parameter-extraction-3d::n0,n0,n0,CCL 3D voxel data classified with ionomer and Pt,Data,https://w3id.org/h2kg/decode/workflow/anchor/ccl-3d-voxel-data-classified-with-ionomer-and-pt-meso,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::image-tem-data-parameter-extraction-3d::e27::df998b10c8,same_as_source,rule_curated,classified,Activity produces the target data.
image-tem-data-parameter-extraction-3d::e28,image-tem-data-parameter-extraction-3d,source_graphml,image-tem-data-parameter-extraction-3d::n22,n22,n22,Determination of CL saturation by SAXS/SANS,Parameter,https://w3id.org/h2kg/decode/workflow/anchor/determination-of-cl-saturation-by-saxs-sans-method,image-tem-data-parameter-extraction-3d::n0,n0,n0,CCL 3D voxel data classified with ionomer and Pt,Data,https://w3id.org/h2kg/decode/workflow/anchor/ccl-3d-voxel-data-classified-with-ionomer-and-pt-meso,,decode_structural_only,structural_dependency,,,not_projected,context_required,classified,The preserved dependency has no activity or data-flow context sufficient for a scientifically defensible H2KG or PROV-O predicate.
image-x-ray-tomography-data-parameter-extraction-3d::e0,image-x-ray-tomography-data-parameter-extraction-3d,source_graphml,image-x-ray-tomography-data-parameter-extraction-3d::n0,n0,n0,GDL substrate 3D voxel data classified,Data,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-3d-voxel-data-classified,image-x-ray-tomography-data-parameter-extraction-3d::n17,n17,n17,Image X-ray tomography data parameter extraction 3D,Process,https://w3id.org/h2kg/decode/workflow/anchor/image-x-ray-tomography-data-parameter-extraction-3d-data,,h2kg_direct,activity_input_data,https://w3id.org/h2kg/hydrogen-ontology#hasInputData,semantic::image-x-ray-tomography-data-parameter-extraction-3d::e0::53c6375edb,reversed_from_source,rule_curated,classified,Activity consumes the source data; H2KG direction is activity to data.
image-x-ray-tomography-data-parameter-extraction-3d::e1,image-x-ray-tomography-data-parameter-extraction-3d,source_graphml,image-x-ray-tomography-data-parameter-extraction-3d::n1,n1,n1,MPL X-ray 3D voxel data classified,Data,https://w3id.org/h2kg/decode/workflow/anchor/mpl-x-ray-3d-voxel-data-classified-meso,image-x-ray-tomography-data-parameter-extraction-3d::n17,n17,n17,Image X-ray tomography data parameter extraction 3D,Process,https://w3id.org/h2kg/decode/workflow/anchor/image-x-ray-tomography-data-parameter-extraction-3d-data,,h2kg_direct,activity_input_data,https://w3id.org/h2kg/hydrogen-ontology#hasInputData,semantic::image-x-ray-tomography-data-parameter-extraction-3d::e1::da06944abe,reversed_from_source,rule_curated,classified,Activity consumes the source data; H2KG direction is activity to data.
image-x-ray-tomography-data-parameter-extraction-3d::e2,image-x-ray-tomography-data-parameter-extraction-3d,source_graphml,image-x-ray-tomography-data-parameter-extraction-3d::n17,n17,n17,Image X-ray tomography data parameter extraction 3D,Process,https://w3id.org/h2kg/decode/workflow/anchor/image-x-ray-tomography-data-parameter-extraction-3d-data,image-x-ray-tomography-data-parameter-extraction-3d::n2,n2,n2,GDL substrate thickness,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-thickness-component,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::image-x-ray-tomography-data-parameter-extraction-3d::e2::7530abe334; semantic::image-x-ray-tomography-data-parameter-extraction-3d::e2::35c3ab42e7,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
image-x-ray-tomography-data-parameter-extraction-3d::e3,image-x-ray-tomography-data-parameter-extraction-3d,source_graphml,image-x-ray-tomography-data-parameter-extraction-3d::n17,n17,n17,Image X-ray tomography data parameter extraction 3D,Process,https://w3id.org/h2kg/decode/workflow/anchor/image-x-ray-tomography-data-parameter-extraction-3d-data,image-x-ray-tomography-data-parameter-extraction-3d::n3,n3,n3,MPL thickness,Property,https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerThickness,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::image-x-ray-tomography-data-parameter-extraction-3d::e3::495b7edce7; semantic::image-x-ray-tomography-data-parameter-extraction-3d::e3::8bfeec15a2,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
image-x-ray-tomography-data-parameter-extraction-3d::e4,image-x-ray-tomography-data-parameter-extraction-3d,source_graphml,image-x-ray-tomography-data-parameter-extraction-3d::n17,n17,n17,Image X-ray tomography data parameter extraction 3D,Process,https://w3id.org/h2kg/decode/workflow/anchor/image-x-ray-tomography-data-parameter-extraction-3d-data,image-x-ray-tomography-data-parameter-extraction-3d::n4,n4,n4,GDL substrate structural parameters,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-structural-parameters-component,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::image-x-ray-tomography-data-parameter-extraction-3d::e4::b6f9571695; semantic::image-x-ray-tomography-data-parameter-extraction-3d::e4::61f801ee6a,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
image-x-ray-tomography-data-parameter-extraction-3d::e5,image-x-ray-tomography-data-parameter-extraction-3d,source_graphml,image-x-ray-tomography-data-parameter-extraction-3d::n17,n17,n17,Image X-ray tomography data parameter extraction 3D,Process,https://w3id.org/h2kg/decode/workflow/anchor/image-x-ray-tomography-data-parameter-extraction-3d-data,image-x-ray-tomography-data-parameter-extraction-3d::n5,n5,n5,GDL substrate porosity,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-porosity-component,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::image-x-ray-tomography-data-parameter-extraction-3d::e5::c37a52dcfb; semantic::image-x-ray-tomography-data-parameter-extraction-3d::e5::967487ff59,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
image-x-ray-tomography-data-parameter-extraction-3d::e6,image-x-ray-tomography-data-parameter-extraction-3d,source_graphml,image-x-ray-tomography-data-parameter-extraction-3d::n17,n17,n17,Image X-ray tomography data parameter extraction 3D,Process,https://w3id.org/h2kg/decode/workflow/anchor/image-x-ray-tomography-data-parameter-extraction-3d-data,image-x-ray-tomography-data-parameter-extraction-3d::n6,n6,n6,GDL substrate average pore radius,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-average-pore-radius-component,,h2kg_reified,property_value_output,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::image-x-ray-tomography-data-parameter-extraction-3d::e6::9a787b029b; semantic::image-x-ray-tomography-data-parameter-extraction-3d::e6::75b71479da,reified_projection,rule_curated,classified,Activity produces a DataPoint representing the target property.
image-x-ray-tomography-data-parameter-extraction-3d::e7,image-x-ray-tomography-data-parameter-extraction-3d,source_graphml,image-x-ray-tomography-data-parameter-extraction-3d::n17,n17,n17,Image X-ray tomography data parameter extraction 3D,Process,https://w3id.org/h2kg/decode/workflow/anchor/image-x-ray-tomography-data-parameter-extraction-3d-data,image-x-ray-tomography-data-parameter-extraction-3d::n7,n7,n7,GDL substrate pore size distribution,Data,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-pore-size-distribution-component,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::image-x-ray-tomography-data-parameter-extraction-3d::e7::421578e5e0,same_as_source,rule_curated,classified,Activity produces the target data.
image-x-ray-tomography-data-parameter-extraction-3d::e8,image-x-ray-tomography-data-parameter-extraction-3d,source_graphml,image-x-ray-tomography-data-parameter-extraction-3d::n5,n5,n5,GDL substrate porosity,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-porosity-component,image-x-ray-tomography-data-parameter-extraction-3d::n20,n20,n20,Diffusivities from tortuosities,Process,https://w3id.org/h2kg/decode/workflow/anchor/diffusivities-from-tortuosities-method,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::image-x-ray-tomography-data-parameter-extraction-3d::e8::91d61ddcb2; semantic::image-x-ray-tomography-data-parameter-extraction-3d::e8::967487ff59,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
image-x-ray-tomography-data-parameter-extraction-3d::e9,image-x-ray-tomography-data-parameter-extraction-3d,source_graphml,image-x-ray-tomography-data-parameter-extraction-3d::n3,n3,n3,MPL thickness,Property,https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerThickness,image-x-ray-tomography-data-parameter-extraction-3d::n20,n20,n20,Diffusivities from tortuosities,Process,https://w3id.org/h2kg/decode/workflow/anchor/diffusivities-from-tortuosities-method,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::image-x-ray-tomography-data-parameter-extraction-3d::e9::a0b801cea5; semantic::image-x-ray-tomography-data-parameter-extraction-3d::e9::8bfeec15a2,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
image-x-ray-tomography-data-parameter-extraction-3d::e10,image-x-ray-tomography-data-parameter-extraction-3d,source_graphml,image-x-ray-tomography-data-parameter-extraction-3d::n2,n2,n2,GDL substrate thickness,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-thickness-component,image-x-ray-tomography-data-parameter-extraction-3d::n20,n20,n20,Diffusivities from tortuosities,Process,https://w3id.org/h2kg/decode/workflow/anchor/diffusivities-from-tortuosities-method,,h2kg_reified,property_value_input,https://w3id.org/h2kg/hydrogen-ontology#hasInputData; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::image-x-ray-tomography-data-parameter-extraction-3d::e10::29222d04f9; semantic::image-x-ray-tomography-data-parameter-extraction-3d::e10::35c3ab42e7,reified_projection,rule_curated,classified,Property-valued source is reified as a DataPoint consumed by the activity.
image-x-ray-tomography-data-parameter-extraction-3d::e11,image-x-ray-tomography-data-parameter-extraction-3d,source_graphml,image-x-ray-tomography-data-parameter-extraction-3d::n21,n21,n21,Modeling of Hydrophobic Treatment of GDL,Manufacturing,https://w3id.org/h2kg/decode/workflow/anchor/modeling-of-hydrophobic-treatment-of-gdl-model,image-x-ray-tomography-data-parameter-extraction-3d::n0,n0,n0,GDL substrate 3D voxel data classified,Data,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-3d-voxel-data-classified,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::image-x-ray-tomography-data-parameter-extraction-3d::e11::2184d9b81c,same_as_source,rule_curated,classified,Activity produces the target data.
image-x-ray-tomography-data-parameter-extraction-3d::e12,image-x-ray-tomography-data-parameter-extraction-3d,source_graphml,image-x-ray-tomography-data-parameter-extraction-3d::n22,n22,n22,Modeling of MPL coating of GDL,Manufacturing,https://w3id.org/h2kg/decode/workflow/anchor/modeling-of-mpl-coating-of-gdl-model,image-x-ray-tomography-data-parameter-extraction-3d::n0,n0,n0,GDL substrate 3D voxel data classified,Data,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-3d-voxel-data-classified,,h2kg_direct,activity_output_data,https://w3id.org/h2kg/hydrogen-ontology#hasOutputData,semantic::image-x-ray-tomography-data-parameter-extraction-3d::e12::bd51a29cdb,same_as_source,rule_curated,classified,Activity produces the target data.
image-x-ray-tomography-data-parameter-extraction-3d::e13,image-x-ray-tomography-data-parameter-extraction-3d,source_graphml,image-x-ray-tomography-data-parameter-extraction-3d::n2,n2,n2,GDL substrate thickness,Property,https://w3id.org/h2kg/decode/workflow/anchor/gdl-substrate-thickness-component,image-x-ray-tomography-data-parameter-extraction-3d::n23,n23,n23,Electrical conductivity,Property,https://w3id.org/h2kg/decode/workflow/anchor/electrical-conductivity-method,,h2kg_reified,property_value_derivation,http://www.w3.org/ns/prov#wasDerivedFrom; https://w3id.org/h2kg/hydrogen-ontology#ofProperty,semantic::image-x-ray-tomography-data-parameter-extraction-3d::e13::f5043a8ab5; semantic::image-x-ray-tomography-data-parameter-extraction-3d::e13::35c3ab42e7; semantic::image-x-ray-tomography-data-parameter-extraction-3d::e13::0eb8038033,reified_projection,rule_curated,classified,Property-valued workflow dependency is represented as provenance between DataPoint proxies.
