id,upstream_method_id,downstream_method_id,upstream_workflow_id,downstream_workflow_id,upstream_occurrence_id,downstream_occurrence_id,declarations,reciprocity_state,handoff_labels,handoff_anchor_iris,predicate,publication_status,review_rationale
manual-dependency-0042-c36da4cef4,CEA-Exp-blade-coating-decal-transfer-ref-pefc-ccm,three-electrode-cell-assesement-of-cl-by-xas-xanes-exafs-xrd,blade-coating-and-decal-transfer-for-ref-pefc-ccm,three-electrode-cell-assesement-of-cl-by-xas-xanes-exafs-xrd,blade-coating-and-decal-transfer-for-ref-pefc-ccm::n4,three-electrode-cell-assesement-of-cl-by-xas-xanes-exafs-xrd::n15,output_method,grounded_one_sided,CCM,https://w3id.org/h2kg/hydrogen-ontology#CatalystCoatedMembrane,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0043-6c917cbbd4,CEA-Exp-differential-cell-testing,CEA-Mod-europium-2d-mea-model,differential-cell-testing,cea-mea-model-europium-2d,differential-cell-testing::n15,cea-mea-model-europium-2d::n72,input_method; output_method,confirmed_reciprocal,ECSA; CCL effective double-layer capacitance; CCL effective proton conductivity; Membrane H2 diffusivity,https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-double-layer-capacitance-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-proton-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/membrane-h2-diffusivity-component; https://w3id.org/h2kg/hydrogen-ontology#ElectrochemicallyActiveSurfaceArea,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0044-f3b528e84c,CEA-Exp-differential-cell-testing,CEA-Mod-europium-model-fitting,differential-cell-testing,fitting-of-the-europium-model,differential-cell-testing::n15,fitting-of-the-europium-model::n61,input_method; output_method,confirmed_reciprocal,Cell polarization curve; Cell crossover current density; Cell high-frequency resistance; Cell voltammogram; Cell limiting current; ECSA; CCL effective double-layer capacitance; CCL effective proton conductivity; Membrane H2 diffusivity,https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-double-layer-capacitance-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-proton-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/cell-crossover-current-density-device; https://w3id.org/h2kg/decode/workflow/anchor/cell-high-frequency-resistance-device; https://w3id.org/h2kg/decode/workflow/anchor/cell-limiting-current-device; https://w3id.org/h2kg/decode/workflow/anchor/cell-polarization-curve-device; https://w3id.org/h2kg/decode/workflow/anchor/cell-voltammogram-device; https://w3id.org/h2kg/decode/workflow/anchor/membrane-h2-diffusivity-component; https://w3id.org/h2kg/hydrogen-ontology#ElectrochemicallyActiveSurfaceArea,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0045-a3ab426c25,CEA-Exp-differential-cell-testing,CIEMAT-Exp-effective-proton-conductivity,differential-cell-testing,manual-ciemat-exp-effective-proton-conductivity,differential-cell-testing::n15,manual-ciemat-exp-effective-proton-conductivity::method,input_method,grounded_one_sided,Cell EIS,https://w3id.org/h2kg/decode/workflow/anchor/cell-eis-device,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0046-a67d0c7bfa,CEA-Exp-differential-cell-testing,FZJ-IET-3-Mod-performance-model-mea-fitting,differential-cell-testing,iet-1d-performance-model-for-mea-fitting,differential-cell-testing::n15,iet-1d-performance-model-for-mea-fitting::n13,input_method; output_method,confirmed_reciprocal,Cell polarization curve; Cell crossover current density; Cell high-frequency resistance,https://w3id.org/h2kg/decode/workflow/anchor/cell-crossover-current-density-device; https://w3id.org/h2kg/decode/workflow/anchor/cell-high-frequency-resistance-device; https://w3id.org/h2kg/decode/workflow/anchor/cell-polarization-curve-device,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0047-8ec929856d,CEA-Exp-differential-cell-testing,FZJ-IET-3-Mod-performance-model-mea-prediction,differential-cell-testing,iet-1d-performance-model-for-mea-prediction,differential-cell-testing::n15,iet-1d-performance-model-for-mea-prediction::n28,input_method; output_method,confirmed_reciprocal,Cell crossover current density; CCL effective proton conductivity,https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-proton-conductivity-component; https://w3id.org/h2kg/decode/workflow/anchor/cell-crossover-current-density-device,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0048-8bbede9195,CEA-Exp-differential-cell-testing,0d-particle-population-degradation-model-coupled-with-performance-model-fitting,differential-cell-testing,0d-particle-population-degradation-model-coupled-with-performance-model-fitting,differential-cell-testing::n15,0d-particle-population-degradation-model-coupled-with-performance-model-fitting::n15,output_method,grounded_one_sided,Cell crossover current density,https://w3id.org/h2kg/decode/workflow/anchor/cell-crossover-current-density-device,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0049-ef4a777d3e,CEA-Exp-differential-cell-testing,0d-particle-population-degradation-model-coupled-with-performance-model-prediction,differential-cell-testing,0d-particle-population-degradation-model-coupled-with-performance-model-prediction,differential-cell-testing::n15,0d-particle-population-degradation-model-coupled-with-performance-model-prediction::n32,output_method,grounded_one_sided,Cell crossover current density,https://w3id.org/h2kg/decode/workflow/anchor/cell-crossover-current-density-device,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0050-7bbb28ae86,CEA-Exp-differential-cell-testing,iet-1d-mea-with-water-transport-eis-model,differential-cell-testing,iet-1d-mea-with-water-transport-eis-model,differential-cell-testing::n15,iet-1d-mea-with-water-transport-eis-model::n24,output_method,grounded_one_sided,CCL effective double-layer capacitance; CCL effective proton conductivity,https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-double-layer-capacitance-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-proton-conductivity-component,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0051-877a719afd,CEA-Exp-differential-cell-testing,iet-1d-mea-with-water-transport-in-ccl-eis-model,differential-cell-testing,iet-1d-mea-with-water-transport-in-ccl-eis-model,differential-cell-testing::n15,iet-1d-mea-with-water-transport-in-ccl-eis-model::n19,output_method,grounded_one_sided,CCL effective double-layer capacitance; CCL effective proton conductivity,https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-double-layer-capacitance-component; https://w3id.org/h2kg/decode/workflow/anchor/ccl-effective-proton-conductivity-component,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0052-8f22486020,CEA-Exp-electron-tomography-pt-c-ionomer-cl,FZJ-Mod-StarDist-TEMSeg,electron-tomography-for-pt-c-and-ionomer-distribution-in-cl,manual-fzj-mod-stardist-temseg,electron-tomography-for-pt-c-and-ionomer-distribution-in-cl::n3,manual-fzj-mod-stardist-temseg::method,input_method,ungrounded_one_sided,,,http://www.w3.org/ns/prov#wasInformedBy,audit_only,One-sided declaration lacks an exact reviewed handoff and is retained for audit only.
manual-dependency-0053-4163a5f29a,CEA-Exp-electron-tomography-pt-c-ionomer-cl,FZJ-Mod-StarPlatin-TEMSeg,electron-tomography-for-pt-c-and-ionomer-distribution-in-cl,manual-fzj-mod-starplatin-temseg,electron-tomography-for-pt-c-and-ionomer-distribution-in-cl::n3,manual-fzj-mod-starplatin-temseg::method,input_method,ungrounded_one_sided,,,http://www.w3.org/ns/prov#wasInformedBy,audit_only,One-sided declaration lacks an exact reviewed handoff and is retained for audit only.
manual-dependency-0054-d24c1cedc8,CEA-Exp-electron-tomography-pt-c-ionomer-cl,HZB-Mod-image-classification-tem,electron-tomography-for-pt-c-and-ionomer-distribution-in-cl,image-classification-on-tem-data,electron-tomography-for-pt-c-and-ionomer-distribution-in-cl::n3,image-classification-on-tem-data::n2,input_method; output_method,confirmed_reciprocal,CCL 3D TEM voxel data raw,https://w3id.org/h2kg/decode/workflow/anchor/ccl-3d-tem-voxel-data-raw-meso,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0055-a7f084887e,CEA-Exp-electron-tomography-pt-c-ionomer-cl,HZB-Mod-image-parameter-extraction-3d-tem,electron-tomography-for-pt-c-and-ionomer-distribution-in-cl,image-tem-data-parameter-extraction-3d,electron-tomography-for-pt-c-and-ionomer-distribution-in-cl::n3,image-tem-data-parameter-extraction-3d::n10,input_method; output_method,confirmed_reciprocal,CCL 3D voxel data classified with ionomer and Pt,https://w3id.org/h2kg/decode/workflow/anchor/ccl-3d-voxel-data-classified-with-ionomer-and-pt-meso,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0056-3d6d5bdc3c,CEA-Exp-electron-tomography-pt-c-ionomer-cl,INPT-Mod-distribution-contact-angles-ccl-fib-sem-image,electron-tomography-for-pt-c-and-ionomer-distribution-in-cl,distribution-of-contact-angles-in-ccl-fib-sem-image-from-ionomer-reconstruction,electron-tomography-for-pt-c-and-ionomer-distribution-in-cl::n3,distribution-of-contact-angles-in-ccl-fib-sem-image-from-ionomer-reconstruction::n4,input_method; output_method,confirmed_reciprocal,CCL 3D voxel data classified with ionomer and Pt,https://w3id.org/h2kg/decode/workflow/anchor/ccl-3d-voxel-data-classified-with-ionomer-and-pt-meso,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0057-3db848cd93,CEA-Exp-electron-tomography-pt-c-ionomer-cl,image-based-ccl-effective-transport-property-computation-from-numerical-simulations,electron-tomography-for-pt-c-and-ionomer-distribution-in-cl,image-based-ccl-effective-transport-property-computation-from-numerical-simulations,electron-tomography-for-pt-c-and-ionomer-distribution-in-cl::n3,image-based-ccl-effective-transport-property-computation-from-numerical-simulations::n6,output_method,grounded_one_sided,CCL 3D voxel data classified with ionomer and Pt,https://w3id.org/h2kg/decode/workflow/anchor/ccl-3d-voxel-data-classified-with-ionomer-and-pt-meso,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0058-80e544f931,CEA-Exp-electron-tomography-pt-ionomer-distribution-carbon-aggregate,FZJ-Mod-StarDist-TEMSeg,high-resolution-electron-tomography-for-accessing-pt-and-ionomer-distribution-on-carbon-aggregate,manual-fzj-mod-stardist-temseg,high-resolution-electron-tomography-for-accessing-pt-and-ionomer-distribution-on-carbon-aggregate::n4,manual-fzj-mod-stardist-temseg::method,input_method,ungrounded_one_sided,,,http://www.w3.org/ns/prov#wasInformedBy,audit_only,One-sided declaration lacks an exact reviewed handoff and is retained for audit only.
manual-dependency-0059-79ca5b1f62,CEA-Exp-electron-tomography-pt-ionomer-distribution-carbon-aggregate,FZJ-Mod-StarPlatin-TEMSeg,high-resolution-electron-tomography-for-accessing-pt-and-ionomer-distribution-on-carbon-aggregate,manual-fzj-mod-starplatin-temseg,high-resolution-electron-tomography-for-accessing-pt-and-ionomer-distribution-on-carbon-aggregate::n4,manual-fzj-mod-starplatin-temseg::method,input_method,ungrounded_one_sided,,,http://www.w3.org/ns/prov#wasInformedBy,audit_only,One-sided declaration lacks an exact reviewed handoff and is retained for audit only.
manual-dependency-0060-76d35d53d1,CEA-Exp-electron-tomography-pt-ionomer-distribution-carbon-aggregate,HZB-Mod-image-classification-tem,high-resolution-electron-tomography-for-accessing-pt-and-ionomer-distribution-on-carbon-aggregate,image-classification-on-tem-data,high-resolution-electron-tomography-for-accessing-pt-and-ionomer-distribution-on-carbon-aggregate::n4,image-classification-on-tem-data::n2,input_method; output_method,confirmed_reciprocal,CCL 3D TEM voxel data raw,https://w3id.org/h2kg/decode/workflow/anchor/ccl-3d-tem-voxel-data-raw-meso,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0061-7d9547a607,CEA-Exp-electron-tomography-pt-ionomer-distribution-carbon-aggregate,HZB-Mod-image-parameter-extraction-3d-tem,high-resolution-electron-tomography-for-accessing-pt-and-ionomer-distribution-on-carbon-aggregate,image-tem-data-parameter-extraction-3d,high-resolution-electron-tomography-for-accessing-pt-and-ionomer-distribution-on-carbon-aggregate::n4,image-tem-data-parameter-extraction-3d::n10,input_method; output_method,confirmed_reciprocal,CCL 3D voxel data classified with ionomer and Pt,https://w3id.org/h2kg/decode/workflow/anchor/ccl-3d-voxel-data-classified-with-ionomer-and-pt-meso,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0062-6014dc698a,CEA-Exp-electron-tomography-pt-ionomer-distribution-carbon-aggregate,INPT-Mod-distribution-contact-angles-ccl-fib-sem-image,high-resolution-electron-tomography-for-accessing-pt-and-ionomer-distribution-on-carbon-aggregate,distribution-of-contact-angles-in-ccl-fib-sem-image-from-ionomer-reconstruction,high-resolution-electron-tomography-for-accessing-pt-and-ionomer-distribution-on-carbon-aggregate::n4,distribution-of-contact-angles-in-ccl-fib-sem-image-from-ionomer-reconstruction::n4,input_method; output_method,confirmed_reciprocal,CCL 3D voxel data classified with ionomer and Pt,https://w3id.org/h2kg/decode/workflow/anchor/ccl-3d-voxel-data-classified-with-ionomer-and-pt-meso,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
manual-dependency-0063-06bff757ee,CEA-Exp-electron-tomography-pt-ionomer-distribution-carbon-aggregate,image-based-ccl-effective-transport-property-computation-from-numerical-simulations,high-resolution-electron-tomography-for-accessing-pt-and-ionomer-distribution-on-carbon-aggregate,image-based-ccl-effective-transport-property-computation-from-numerical-simulations,high-resolution-electron-tomography-for-accessing-pt-and-ionomer-distribution-on-carbon-aggregate::n4,image-based-ccl-effective-transport-property-computation-from-numerical-simulations::n6,output_method,grounded_one_sided,CCL 3D voxel data classified with ionomer and Pt,https://w3id.org/h2kg/decode/workflow/anchor/ccl-3d-voxel-data-classified-with-ionomer-and-pt-meso,http://www.w3.org/ns/prov#wasInformedBy,published_pending_review,One record declares the dependency and an exact reviewed handoff grounds a pending-review link.
manual-dependency-0064-fb74e13bef,CEA-Exp-fib-sem-cl,HZB-Mod-image-classification-fib-tomography,fib-sem-on-cl-material,image-classification-of-fib-tomography-data,fib-sem-on-cl-material::n3,image-classification-of-fib-tomography-data::n4,input_method; output_method,confirmed_reciprocal,CCL 3D voxel data raw,https://w3id.org/h2kg/decode/workflow/anchor/ccl-3d-voxel-data-raw-meso,http://www.w3.org/ns/prov#wasInformedBy,published_confirmed,Both method records declare the dependency and exact reviewed input/output handoff labels are shared.
